,Total DUC,Total US RigCount,U.S. Product Supplied of Crude Oil (Thousand Barrels per Day),U.S. Crude Oil Proved Reserves (Million Barrels),U.S. Field Production of Crude Oil (Thousand Barrels),Crude oil including lease condensate production,"Petroleum and other liquids production, Mexico (thousand barrels per day)",Total Imports,Africa_Imports,Asia_Imports,South America_Imports,Europe_Imports,North America_Imports,Oceania_Imports,Total Exports,Asia_Exports,Europe_Exports,Africa_Exports,North America_Exports,South America_Exports,Oceania_Exports,NYMEX - Light Sweet Crude $/bbl,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals (MMcf),US Offshore
1997-04-30,,,3.0,22017.0,193239.0,1595.0,3308.0,303413.0,55438.0,61569.0,61508.0,19712.0,90111.0,2021.0,28111.0,8216.0,5249.0,476.0,10170.0,2118.0,592.0,19.69,423131.0,
1997-05-31,,,4.0,22017.0,200702.0,1596.0,3373.0,335357.0,64046.0,57339.0,75339.0,27335.0,96475.0,1906.0,27171.0,6219.0,6870.0,478.0,9396.0,2425.0,685.0,20.92,435592.0,
1997-06-30,,,2.0,22017.0,193252.0,1615.0,3380.0,322094.0,62915.0,59961.0,70158.0,26408.0,90923.0,678.0,28646.0,7280.0,5634.0,986.0,12235.0,1820.0,236.0,19.19,426888.0,
1997-07-31,,,2.0,22546.0,198691.0,1681.0,3408.0,310240.0,54506.0,57530.0,69492.0,20537.0,93629.0,2642.0,31376.0,8892.0,4605.0,132.0,13381.0,2892.0,516.0,19.62,434325.0,
1997-08-31,,,0.0,22546.0,196769.0,1690.0,3495.0,324404.0,54357.0,61017.0,72506.0,23679.0,97852.0,3083.0,33303.0,6823.0,5749.0,703.0,15773.0,2179.0,521.0,19.91,439712.0,
1997-09-30,,,0.0,22546.0,194575.0,1676.0,3536.0,316111.0,57294.0,64756.0,72713.0,17293.0,92452.0,2024.0,29903.0,5616.0,5278.0,171.0,14896.0,2712.0,257.0,19.78,428689.0,
1997-10-31,,,0.0,22546.0,200482.0,1691.0,3502.0,334555.0,56651.0,64992.0,81961.0,20266.0,96985.0,2843.0,33059.0,7457.0,5212.0,979.0,15099.0,2927.0,498.0,21.37,440668.0,
1997-11-30,,,0.0,22546.0,193778.0,1720.0,3493.0,298450.0,53109.0,56641.0,66747.0,18613.0,93876.0,675.0,28019.0,2834.0,6811.0,772.0,14621.0,2451.0,210.0,20.19,425849.0,
1997-12-31,,,0.0,22546.0,202464.0,1751.0,3480.0,289155.0,40630.0,59283.0,69139.0,14478.0,92403.0,1821.0,37117.0,9238.0,6366.0,669.0,17993.0,1872.0,487.0,18.34,441756.0,
1998-01-31,,,0.0,22546.0,202756.0,1782.0,3477.0,313927.0,53827.0,60606.0,68396.0,18289.0,100730.0,295.0,35121.0,9314.0,5032.0,451.0,16525.0,2249.0,14.0,16.73,443757.0,
1998-02-28,,,0.0,22546.0,181321.0,1805.0,3560.0,279737.0,46049.0,55306.0,64390.0,14496.0,86734.0,1585.0,28082.0,4894.0,4842.0,1008.0,14346.0,1939.0,604.0,16.14,398519.0,
1998-03-31,,,0.0,22546.0,198639.0,1724.0,3589.0,311061.0,55647.0,70168.0,69023.0,14395.0,87634.0,1355.0,29374.0,5443.0,5874.0,111.0,13870.0,1916.0,539.0,15.05,448486.0,
1998-04-30,,,0.0,22546.0,194483.0,1686.0,3577.0,333142.0,58120.0,71857.0,71318.0,21838.0,96913.0,2542.0,31433.0,6031.0,5111.0,142.0,16126.0,2568.0,144.0,15.48,438144.0,
1998-05-31,,,0.0,22546.0,196754.0,1657.0,3585.0,344219.0,61856.0,70832.0,81498.0,19976.0,96020.0,2545.0,32630.0,7607.0,5165.0,786.0,15996.0,1465.0,407.0,15.0,457815.0,
1998-06-30,,,0.0,22546.0,188018.0,1729.0,3476.0,327790.0,51407.0,74493.0,66984.0,24246.0,95956.0,2312.0,29610.0,4749.0,4380.0,598.0,17457.0,1131.0,548.0,13.6,435237.0,
1998-07-31,,,0.0,21034.0,192026.0,1729.0,3513.0,361122.0,64398.0,83572.0,69925.0,27222.0,100096.0,2135.0,30944.0,4401.0,4906.0,278.0,17177.0,2083.0,603.0,14.09,439093.0,
1998-08-31,,,0.0,21034.0,192282.0,1747.0,3524.0,341994.0,53121.0,88335.0,74641.0,25813.0,88258.0,1729.0,24187.0,3541.0,2485.0,107.0,14612.0,2431.0,304.0,13.47,443144.0,
1998-09-30,,,0.0,21034.0,173676.0,1706.0,3344.0,314960.0,49227.0,80465.0,64839.0,15152.0,92398.0,2320.0,25875.0,4230.0,3754.0,207.0,14173.0,1714.0,304.0,14.98,336241.0,
1998-10-31,,,0.0,21034.0,190420.0,1722.0,3208.0,336701.0,50554.0,74878.0,83348.0,25946.0,88521.0,2216.0,26367.0,6351.0,3999.0,463.0,12234.0,2129.0,352.0,14.46,421315.0,
1998-11-30,,,0.0,21034.0,184198.0,1678.0,3587.0,325804.0,51092.0,75192.0,70215.0,26903.0,89506.0,1207.0,23457.0,3864.0,4515.0,653.0,12387.0,1431.0,356.0,12.96,414058.0,
1998-12-31,,,0.0,21034.0,187347.0,1649.0,3557.0,317989.0,46517.0,73308.0,73907.0,18598.0,93915.0,1778.0,27677.0,6162.0,3519.0,311.0,13585.0,3159.0,298.0,11.24,434518.0,
1999-01-31,,,0.0,21034.0,184864.0,1581.0,3599.0,323150.0,52283.0,71870.0,73202.0,18962.0,93900.0,660.0,27764.0,7340.0,3829.0,560.0,12558.0,1953.0,713.0,12.48,436171.0,
1999-02-28,,,0.0,21034.0,167034.0,1577.0,3476.0,298204.0,43028.0,72354.0,70386.0,18425.0,78954.0,2328.0,21163.0,5718.0,1932.0,321.0,10815.0,1838.0,37.0,11.99,395293.0,
1999-03-31,,,0.0,21034.0,182362.0,1526.0,3523.0,330402.0,42988.0,91433.0,69354.0,23195.0,90122.0,1634.0,23694.0,5167.0,3383.0,224.0,11318.0,1735.0,518.0,14.71,435012.0,
1999-04-30,,,0.0,21034.0,176616.0,1562.0,3352.0,348542.0,58584.0,88873.0,73716.0,29151.0,86302.0,1527.0,35873.0,8512.0,4227.0,417.0,18480.0,3022.0,326.0,17.23,424724.0,
1999-05-31,,,0.0,21034.0,182122.0,1588.0,3379.0,356826.0,51083.0,88538.0,72798.0,39147.0,91513.0,1703.0,28358.0,6711.0,3396.0,148.0,15184.0,1266.0,495.0,17.76,432489.0,
1999-06-30,,,0.0,21034.0,172808.0,1572.0,3244.0,334793.0,44488.0,87791.0,63079.0,39903.0,87437.0,2375.0,27213.0,5998.0,3240.0,652.0,15404.0,1239.0,97.0,17.95,414495.0,
1999-07-31,,,0.0,21765.0,179738.0,1603.0,3364.0,362608.0,46863.0,83220.0,77598.0,43999.0,98379.0,1283.0,28457.0,8402.0,3626.0,357.0,13976.0,987.0,364.0,20.13,431981.0,
1999-08-31,,,0.0,21765.0,179187.0,1613.0,3270.0,345397.0,48422.0,89033.0,72688.0,29252.0,95464.0,2363.0,27951.0,9103.0,5302.0,123.0,11802.0,759.0,407.0,21.28,424513.0,
1999-09-30,,,0.0,21765.0,174113.0,1603.0,3277.0,319695.0,44236.0,84317.0,64575.0,28345.0,84214.0,3978.0,26668.0,5199.0,2977.0,429.0,15816.0,1346.0,518.0,23.72,408237.0,
1999-10-31,,,0.0,21765.0,184361.0,1587.0,3193.0,328457.0,44502.0,87067.0,63500.0,31669.0,90694.0,644.0,29263.0,6552.0,5048.0,69.0,13710.0,2499.0,574.0,22.74,421312.0,
1999-11-30,,,0.0,21765.0,178811.0,1686.0,3284.0,300996.0,40596.0,76709.0,59256.0,25340.0,87692.0,1370.0,28493.0,6362.0,5365.0,392.0,13982.0,1211.0,252.0,25.06,409660.0,
1999-12-31,,,0.0,21765.0,184716.0,1685.0,3211.0,312004.0,40823.0,79666.0,63834.0,22884.0,95510.0,728.0,38121.0,10681.0,7652.0,442.0,16610.0,1633.0,518.0,26.02,419049.0,
2000-01-31,,,0.0,21765.0,179316.0,1664.0,3491.0,314334.0,37370.0,70719.0,64777.0,25458.0,103359.0,1343.0,31185.0,7432.0,4905.0,192.0,16111.0,1399.0,180.0,26.88,411264.0,125.0
2000-02-29,,,0.0,21765.0,169703.0,1681.0,3343.0,319073.0,38881.0,76259.0,64073.0,33052.0,94080.0,1687.0,25218.0,5473.0,3501.0,895.0,12258.0,1538.0,542.0,29.37,385685.0,122.0
2000-03-31,,,0.0,21765.0,183464.0,1694.0,3436.0,342602.0,55177.0,78824.0,67991.0,32628.0,96974.0,1662.0,35917.0,8922.0,4380.0,347.0,17863.0,3531.0,78.0,30.06,418062.0,125.0
2000-04-30,,,0.0,21765.0,175625.0,1687.0,3472.0,346738.0,53597.0,80667.0,65874.0,33795.0,99028.0,2907.0,33929.0,7384.0,7112.0,346.0,16790.0,1765.0,332.0,25.64,398966.0,129.0
2000-05-31,,,0.0,21765.0,181242.0,1695.0,3482.0,353879.0,54838.0,78093.0,61405.0,38259.0,105660.0,2908.0,26547.0,4537.0,3558.0,277.0,15629.0,1401.0,393.0,28.95,413434.0,135.0
2000-06-30,,,0.0,21765.0,174686.0,1687.0,3504.0,360960.0,58459.0,89063.0,63915.0,30244.0,104013.0,1680.0,27746.0,5661.0,5004.0,409.0,14286.0,1754.0,280.0,31.46,405362.0,150.0
2000-07-31,,,0.0,22045.0,177920.0,1699.0,3299.0,359227.0,50952.0,90638.0,62079.0,42418.0,99548.0,3356.0,27902.0,5419.0,5284.0,290.0,13525.0,1423.0,613.0,30.05,422701.0,161.0
2000-08-31,,,0.0,22045.0,179451.0,1652.0,3591.0,377352.0,57795.0,96024.0,72113.0,32838.0,103149.0,1380.0,33271.0,4736.0,5532.0,428.0,19139.0,1850.0,356.0,31.17,423114.0,154.0
2000-09-30,,,0.0,22045.0,172731.0,1707.0,3630.0,356996.0,52831.0,91156.0,62680.0,35288.0,102088.0,1269.0,31764.0,4231.0,5646.0,523.0,18058.0,2146.0,255.0,33.76,411610.0,141.0
2000-10-31,,,0.0,22045.0,180080.0,1727.0,3271.0,350000.0,52405.0,88605.0,65287.0,33860.0,96792.0,1300.0,40054.0,5195.0,6744.0,357.0,23112.0,2184.0,399.0,32.9,428272.0,155.0
2000-11-30,,,0.0,22045.0,174980.0,1724.0,3388.0,339272.0,50675.0,80666.0,67695.0,31636.0,95296.0,649.0,33238.0,4545.0,6382.0,542.0,18911.0,1337.0,486.0,34.37,415005.0,145.0
2000-12-31,,,0.0,22045.0,181508.0,1732.0,3481.0,373653.0,45415.0,98600.0,73190.0,33802.0,107587.0,1301.0,33940.0,4195.0,6016.0,1229.0,18715.0,1524.0,452.0,28.35,434219.0,151.0
2001-01-31,,,0.0,22045.0,179767.0,1720.0,3538.0,389212.0,51499.0,87898.0,79424.0,44423.0,108614.0,1878.0,29569.0,4355.0,4631.0,485.0,16520.0,1986.0,554.0,29.39,434184.0,167.0
2001-02-28,,,0.0,22045.0,161843.0,1716.0,3570.0,326012.0,52101.0,75987.0,58329.0,42148.0,85548.0,1020.0,28125.0,3757.0,5160.0,268.0,16910.0,981.0,516.0,29.76,398663.0,159.0
2001-03-31,,,0.0,22045.0,182290.0,1730.0,3584.0,376103.0,60546.0,94310.0,68175.0,30765.0,108351.0,1449.0,29075.0,3922.0,5450.0,520.0,16142.0,1385.0,495.0,27.29,439076.0,168.0
2001-04-30,,,0.0,22045.0,175879.0,1698.0,3453.0,379586.0,65152.0,95740.0,67358.0,32067.0,106738.0,3330.0,28258.0,6667.0,4896.0,687.0,12465.0,1622.0,179.0,27.62,435345.0,166.0
2001-05-31,,,0.0,22045.0,180712.0,1701.0,3451.0,388410.0,60759.0,107613.0,69627.0,42122.0,98204.0,953.0,33128.0,7218.0,6813.0,840.0,15037.0,841.0,540.0,28.7,441501.0,172.0
2001-06-30,,,0.0,22045.0,172974.0,1700.0,3589.0,351959.0,47971.0,99098.0,66885.0,28063.0,97029.0,657.0,29266.0,4687.0,5856.0,719.0,14612.0,2014.0,230.0,27.62,417857.0,159.0
2001-07-31,,,0.0,22446.0,178208.0,1690.0,3631.0,364564.0,51243.0,98509.0,68973.0,34030.0,97177.0,2004.0,27248.0,4378.0,4427.0,578.0,13876.0,2453.0,583.0,26.55,434635.0,155.0
2001-08-31,,,0.0,22446.0,177488.0,1689.0,3623.0,360271.0,46275.0,99059.0,70565.0,31568.0,103155.0,1294.0,32493.0,6772.0,6831.0,634.0,13843.0,2051.0,306.0,27.31,419998.0,146.0
2001-09-30,,,0.0,22446.0,171270.0,1694.0,3621.0,354529.0,55696.0,97904.0,58480.0,31767.0,98824.0,1369.0,24752.0,5165.0,5170.0,556.0,11513.0,1674.0,392.0,26.25,418958.0,140.0
2001-10-31,,,0.0,22446.0,178129.0,1733.0,3417.0,352734.0,48793.0,96658.0,66332.0,28509.0,101034.0,931.0,29338.0,5680.0,7178.0,623.0,13579.0,817.0,115.0,22.21,419260.0,134.0
2001-11-30,,,0.0,22446.0,176441.0,1722.0,3580.0,348854.0,46181.0,83939.0,61397.0,32312.0,114063.0,618.0,28788.0,5901.0,6259.0,776.0,12892.0,1367.0,473.0,19.67,396367.0,134.0
2001-12-31,,,0.0,22446.0,182511.0,1685.0,3723.0,340804.0,45520.0,88980.0,59235.0,23262.0,113034.0,1428.0,34380.0,7012.0,11321.0,410.0,13190.0,972.0,590.0,19.46,410171.0,125.0
2002-01-31,,,0.0,22446.0,182076.0,1669.0,3703.0,343737.0,44149.0,89569.0,63059.0,26680.0,105979.0,1272.0,26681.0,4577.0,6901.0,293.0,10969.0,1309.0,1053.0,19.7,383809.0,124.0
2002-02-28,,,0.0,22446.0,164666.0,1747.0,3568.0,305310.0,30950.0,77001.0,56406.0,25614.0,101938.0,1927.0,32888.0,7506.0,10267.0,847.0,10636.0,2468.0,479.0,20.8,345197.0,119.0
2002-03-31,,,0.0,22446.0,182460.0,1767.0,3545.0,347145.0,46154.0,85077.0,62248.0,35293.0,106686.0,1300.0,26440.0,6427.0,5317.0,491.0,11171.0,2065.0,403.0,24.52,389496.0,114.0
2002-04-30,,,0.0,22446.0,175333.0,1800.0,3605.0,352954.0,49399.0,79877.0,54048.0,50600.0,108307.0,1986.0,26687.0,6189.0,4506.0,171.0,12302.0,2225.0,410.0,26.13,392340.0,102.0
2002-05-31,,,0.0,22446.0,183057.0,1774.0,3547.0,364849.0,50480.0,77594.0,59001.0,54943.0,113630.0,1957.0,28218.0,5393.0,6552.0,380.0,12898.0,2319.0,665.0,26.97,408474.0,112.0
2002-06-30,,,0.0,22446.0,176532.0,1775.0,3573.0,352585.0,52528.0,72261.0,55606.0,54640.0,106735.0,618.0,26390.0,6463.0,4435.0,872.0,11536.0,1431.0,171.0,25.61,398477.0,106.0
2002-07-31,,,0.0,22677.0,178275.0,1798.0,3560.0,360334.0,44184.0,73625.0,68750.0,49200.0,112886.0,1984.0,26007.0,3367.0,5302.0,530.0,14320.0,1147.0,419.0,26.99,413392.0,111.0
2002-08-31,,,0.0,22677.0,179670.0,1721.0,3621.0,368598.0,49027.0,72799.0,72887.0,49300.0,113547.0,1395.0,35275.0,10323.0,5324.0,568.0,14944.0,1968.0,721.0,28.15,411800.0,109.0
2002-09-30,,,0.0,22677.0,162336.0,1693.0,3569.0,332235.0,43852.0,70204.0,64686.0,35636.0,105714.0,2606.0,30463.0,8763.0,4265.0,269.0,14993.0,889.0,321.0,29.68,339794.0,114.0
2002-10-31,,,0.0,22677.0,166105.0,1814.0,3661.0,368676.0,40636.0,77391.0,71289.0,46568.0,120023.0,2726.0,29817.0,6194.0,3931.0,745.0,15565.0,1837.0,344.0,28.88,316395.0,109.0
2002-11-30,,,0.0,22677.0,168706.0,1853.0,3472.0,368027.0,41405.0,76711.0,69159.0,51047.0,114755.0,2534.0,30781.0,6837.0,4448.0,356.0,16225.0,1597.0,530.0,26.29,366864.0,111.0
2002-12-31,,,0.0,22677.0,177372.0,1801.0,3674.0,344088.0,42209.0,80802.0,42630.0,41941.0,124532.0,1890.0,39430.0,6722.0,5850.0,1170.0,21685.0,2259.0,462.0,29.43,381589.0,111.0
2003-01-31,,,0.0,22677.0,178412.0,1817.0,3746.0,344222.0,48081.0,91263.0,28802.0,42713.0,125656.0,620.0,37571.0,4438.0,4420.0,578.0,24099.0,2539.0,403.0,32.76,381172.0,110.0
2003-02-28,,,0.0,22677.0,161920.0,1762.0,3752.0,305797.0,35986.0,79420.0,33404.0,39763.0,105335.0,651.0,29873.0,3872.0,4288.0,381.0,16925.0,3541.0,208.0,35.63,350913.0,105.0
2003-03-31,,,0.0,22677.0,179907.0,1849.0,3744.0,373370.0,59276.0,95178.0,54658.0,44783.0,106107.0,631.0,32590.0,3273.0,5889.0,135.0,19210.0,2206.0,459.0,33.22,398140.0,104.0
2003-04-30,,,0.0,22677.0,171774.0,1822.0,3714.0,377975.0,53616.0,102688.0,64373.0,37951.0,108215.0,731.0,31580.0,7816.0,3514.0,689.0,16294.0,1842.0,342.0,28.28,388074.0,109.0
2003-05-31,,,0.0,22677.0,175568.0,1808.0,3740.0,400473.0,60204.0,92303.0,68909.0,49770.0,115660.0,616.0,34005.0,7000.0,4230.0,421.0,19246.0,1823.0,369.0,28.12,393109.0,114.0
2003-06-30,,,0.0,22677.0,169772.0,1883.0,3793.0,390023.0,67553.0,78023.0,65869.0,56885.0,109404.0,1308.0,31953.0,7015.0,4676.0,740.0,16260.0,1614.0,275.0,30.48,370801.0,106.0
2003-07-31,,,0.0,21891.0,170452.0,1863.0,3812.0,394816.0,65680.0,77672.0,59574.0,53689.0,123766.0,1464.0,30249.0,7147.0,4561.0,291.0,15262.0,1393.0,664.0,30.76,363173.0,108.0
2003-08-31,,,0.0,21891.0,172787.0,1792.0,3860.0,395844.0,71110.0,73991.0,71863.0,45390.0,119963.0,1926.0,29357.0,6782.0,5130.0,491.0,14469.0,1444.0,303.0,31.66,377014.0,111.0
2003-09-30,,,0.0,21891.0,168270.0,1827.0,3837.0,386032.0,63374.0,81278.0,65421.0,44625.0,116708.0,3178.0,28789.0,6490.0,4714.0,679.0,14068.0,1569.0,295.0,28.36,356722.0,105.0
2003-10-31,,,0.0,21891.0,174020.0,1854.0,3838.0,383549.0,61331.0,83096.0,70878.0,31211.0,124207.0,1394.0,30078.0,4883.0,5511.0,638.0,15670.0,2221.0,297.0,30.46,365170.0,105.0
2003-11-30,,,0.0,21891.0,166397.0,1866.0,3802.0,351369.0,45884.0,84333.0,59263.0,29891.0,119508.0,653.0,27975.0,5737.0,6087.0,188.0,13518.0,1643.0,296.0,30.95,346264.0,104.0
2003-12-31,,,0.0,21891.0,172715.0,1862.0,3896.0,373031.0,55959.0,75958.0,71045.0,29206.0,129567.0,0.0,30688.0,5698.0,4379.0,680.0,16293.0,2699.0,654.0,32.26,356796.0,104.0
2004-01-31,,,0.0,21891.0,173132.0,1790.0,3878.0,372434.0,57378.0,76441.0,72015.0,29978.0,123784.0,623.0,23202.0,3703.0,3962.0,305.0,13808.0,1099.0,32.0,34.1,359035.0,96.0
2004-02-29,,,0.0,21891.0,161583.0,1853.0,3824.0,367082.0,67376.0,66861.0,63523.0,41761.0,113542.0,731.0,30320.0,3679.0,6099.0,897.0,15148.0,2773.0,782.0,34.51,337697.0,98.0
2004-03-31,,,0.0,21891.0,174115.0,1828.0,3849.0,413811.0,78642.0,80705.0,64886.0,55260.0,122330.0,680.0,31749.0,3189.0,6237.0,500.0,17189.0,2681.0,779.0,36.74,368940.0,90.0
2004-04-30,,,0.0,21891.0,166810.0,1813.0,3926.0,386490.0,68066.0,75952.0,65770.0,48929.0,115220.0,0.0,34602.0,9089.0,4447.0,707.0,17035.0,2327.0,243.0,36.59,355585.0,98.0
2004-05-31,,,0.0,21891.0,172235.0,1809.0,3879.0,414625.0,75914.0,84535.0,70280.0,46556.0,123946.0,1205.0,32608.0,7444.0,4793.0,450.0,14811.0,2946.0,472.0,40.08,360669.0,93.0
2004-06-30,,,0.0,21891.0,162208.0,1853.0,3922.0,406817.0,66529.0,81099.0,70409.0,48367.0,122596.0,631.0,32087.0,5080.0,7073.0,481.0,14162.0,3662.0,360.0,38.13,336707.0,95.0
2004-07-31,,,0.0,21371.0,170011.0,1833.0,3835.0,420662.0,75107.0,87440.0,68274.0,50479.0,124819.0,1173.0,33468.0,6775.0,6508.0,242.0,15108.0,3469.0,586.0,40.7,354323.0,98.0
2004-08-31,,,0.0,21371.0,165072.0,1783.0,3811.0,424354.0,77212.0,104935.0,66213.0,41383.0,119079.0,655.0,33816.0,7041.0,8604.0,462.0,13740.0,1888.0,925.0,44.98,347930.0,93.0
2004-09-30,,,0.0,21371.0,152444.0,1758.0,3900.0,380278.0,65459.0,91474.0,61935.0,30518.0,116107.0,650.0,28834.0,4804.0,5707.0,373.0,14680.0,2278.0,134.0,45.71,272780.0,87.0
2004-10-31,,,0.0,21371.0,160270.0,1854.0,3920.0,416566.0,67973.0,90501.0,69407.0,46651.0,127397.0,589.0,33409.0,4480.0,7432.0,443.0,16746.0,3000.0,535.0,53.08,297369.0,93.0
2004-11-30,,,0.0,21371.0,162699.0,1859.0,3829.0,402259.0,68832.0,90276.0,63827.0,47927.0,117125.0,622.0,29749.0,5345.0,5256.0,518.0,15547.0,2009.0,305.0,48.6,306517.0,102.0
2004-12-31,,,0.0,21371.0,170815.0,1790.0,3688.0,405726.0,72612.0,80047.0,71859.0,45379.0,119951.0,2548.0,39790.0,4975.0,9884.0,278.0,20682.0,2120.0,477.0,43.34,303133.0,105.0
2005-01-31,,,0.0,21371.0,168831.0,1865.0,3818.0,402720.0,70491.0,82727.0,73607.0,39862.0,124235.0,650.0,28417.0,3770.0,3083.0,797.0,17688.0,2503.0,477.0,46.82,310146.0,102.0
2005-02-28,,,0.0,21371.0,154038.0,1857.0,3814.0,384977.0,74610.0,75042.0,70393.0,42403.0,111530.0,314.0,35173.0,7664.0,5198.0,996.0,16940.0,3901.0,233.0,48.15,287094.0,105.0
2005-03-31,,,0.0,21371.0,173626.0,1828.0,3699.0,410119.0,76894.0,82026.0,66179.0,51761.0,123397.0,0.0,40553.0,4600.0,7366.0,151.0,21909.0,5144.0,577.0,54.72,323892.0,95.0
2005-04-30,,,0.0,21371.0,166885.0,1792.0,3884.0,404284.0,71407.0,75330.0,68515.0,55332.0,121296.0,0.0,39886.0,4050.0,8589.0,304.0,18948.0,6462.0,311.0,53.34,313344.0,90.0
2005-05-31,,,0.0,21371.0,173491.0,1809.0,3911.0,434174.0,73994.0,86539.0,74120.0,51164.0,135514.0,0.0,42769.0,4468.0,6497.0,428.0,23998.0,6236.0,597.0,49.85,329586.0,94.0
2005-06-30,,,0.0,21371.0,163263.0,1759.0,3902.0,428105.0,75772.0,83193.0,75885.0,52150.0,127052.0,621.0,44312.0,6580.0,7752.0,693.0,21401.0,6328.0,456.0,56.5,310887.0,97.0
2005-07-31,,,0.0,21757.0,162854.0,1817.0,3512.0,431684.0,76355.0,91403.0,72600.0,53455.0,123411.0,1580.0,39036.0,5745.0,7246.0,794.0,19092.0,4371.0,334.0,59.05,295265.0,106.0
2005-08-31,,,0.0,21757.0,161153.0,1806.0,3872.0,429276.0,89690.0,76927.0,81027.0,41526.0,126880.0,84.0,40160.0,6137.0,6422.0,259.0,20970.0,4283.0,504.0,65.04,277113.0,100.0
2005-09-30,,,0.0,21757.0,126417.0,1713.0,3813.0,396864.0,75089.0,78517.0,61792.0,53618.0,115671.0,1344.0,25305.0,3804.0,2537.0,445.0,14622.0,3145.0,290.0,65.4,139762.0,87.0
2005-10-31,,,0.0,21757.0,141200.0,1836.0,3658.0,440459.0,82456.0,88379.0,63564.0,64947.0,124918.0,0.0,26478.0,4772.0,3547.0,464.0,14144.0,2378.0,283.0,62.35,134985.0,87.0
2005-11-30,,,0.0,21757.0,145708.0,1912.0,3753.0,422882.0,83648.0,82497.0,66975.0,47911.0,130593.0,620.0,28818.0,4205.0,4878.0,512.0,16773.0,1757.0,361.0,58.34,195597.0,81.0
2005-12-31,,,0.0,21757.0,154630.0,1977.0,3849.0,419997.0,74115.0,75873.0,73071.0,41124.0,143090.0,0.0,34282.0,6260.0,6103.0,430.0,17396.0,2812.0,251.0,59.3,233147.0,80.0
2006-01-31,,,0.0,21757.0,156480.0,1897.0,3843.0,427676.0,83858.0,74512.0,73816.0,44736.0,139089.0,622.0,32837.0,4320.0,4346.0,427.0,17387.0,4924.0,801.0,65.33,245725.0,72.0
2006-02-28,,,0.0,21757.0,140894.0,1887.0,3777.0,379819.0,75160.0,65496.0,63340.0,39654.0,124454.0,0.0,35721.0,5967.0,8026.0,1349.0,16461.0,2413.0,400.0,62.02,214905.0,86.0
2006-03-31,,,0.0,21757.0,155842.0,1908.0,3812.0,400010.0,73325.0,68170.0,70753.0,39228.0,137114.0,338.0,36256.0,4690.0,6614.0,418.0,18039.0,5007.0,966.0,62.89,240816.0,91.0
2006-04-30,,,0.0,21757.0,152450.0,1856.0,3844.0,403136.0,70407.0,81707.0,64671.0,49208.0,129555.0,0.0,41954.0,8094.0,9179.0,557.0,18432.0,4557.0,254.0,70.11,239564.0,96.0
