,Total DUC,Total US RigCount,U.S. Product Supplied of Crude Oil (Thousand Barrels per Day),U.S. Crude Oil Proved Reserves (Million Barrels),U.S. Field Production of Crude Oil (Thousand Barrels),Crude oil including lease condensate production,"Petroleum and other liquids production, Mexico (thousand barrels per day)",Total Imports,Africa_Imports,Asia_Imports,South America_Imports,Europe_Imports,North America_Imports,Oceania_Imports,Total Exports,Asia_Exports,Europe_Exports,Africa_Exports,North America_Exports,South America_Exports,Oceania_Exports,NYMEX - Light Sweet Crude $/bbl,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals (MMcf),US Offshore
2015-03-31,12174.0,1048.0,0.0,36385.0,297067.0,3775.0,2684.0,298196.0,10634.0,55982.0,57529.0,24946.0,149102.0,0.0,126848.0,18642.0,18392.0,4017.0,61739.0,23077.0,251.0,47.76,96915.0,34.0
2015-04-30,12276.0,932.0,0.0,36385.0,289729.0,3463.0,2537.0,281216.0,10605.0,56530.0,50320.0,25330.0,138299.0,0.0,148129.0,23497.0,28505.0,3972.0,63053.0,25866.0,281.0,54.12,108387.0,34.0
2015-05-31,12270.0,875.0,0.0,36385.0,293684.0,3212.0,2575.0,294570.0,13477.0,64591.0,55749.0,28456.0,132297.0,0.0,150436.0,22056.0,19257.0,5153.0,71221.0,30918.0,288.0,59.46,112773.0,29.0
2015-06-30,12220.0,859.0,0.0,36385.0,280711.0,3457.0,2597.0,288139.0,10907.0,61014.0,50681.0,30171.0,135366.0,0.0,139697.0,22025.0,20222.0,3610.0,65377.0,26030.0,350.0,59.76,106744.0,28.0
2015-07-31,12216.0,874.0,0.0,32318.0,292781.0,3821.0,2626.0,296712.0,15451.0,57314.0,57357.0,33503.0,132761.0,326.0,153775.0,24086.0,25590.0,4724.0,72354.0,25162.0,176.0,51.44,118085.0,34.0
2015-08-31,12198.0,877.0,0.0,32318.0,291680.0,3922.0,2609.0,305609.0,12452.0,49967.0,61480.0,35834.0,145550.0,326.0,139730.0,19041.0,21646.0,5706.0,65344.0,25029.0,173.0,43.19,120511.0,30.0
2015-09-30,12230.0,838.0,0.0,32318.0,284311.0,3422.0,2613.0,280736.0,18330.0,47504.0,51972.0,26979.0,135177.0,650.0,145540.0,19397.0,30593.0,5193.0,64054.0,23692.0,317.0,45.43,117390.0,33.0
2015-10-31,12354.0,775.0,0.0,32318.0,291381.0,3582.0,2620.0,274087.0,15063.0,57923.0,47511.0,22478.0,130334.0,620.0,143113.0,20099.0,20897.0,3257.0,68457.0,27401.0,737.0,46.5,112082.0,33.0
2015-11-30,12536.0,744.0,0.0,32318.0,279963.0,3819.0,2603.0,274532.0,16144.0,56992.0,47433.0,21406.0,131425.0,1087.0,147099.0,24483.0,24979.0,3368.0,65432.0,27441.0,166.0,42.79,102391.0,30.0
2015-12-31,12680.0,698.0,0.0,32318.0,287512.0,3866.0,2603.0,302014.0,14378.0,61815.0,55909.0,20320.0,149491.0,101.0,163253.0,28588.0,28374.0,3259.0,70103.0,28901.0,384.0,37.29,109310.0,25.0
2016-01-31,12784.0,619.0,0.0,32318.0,285235.0,3877.0,2598.0,300915.0,15670.0,56801.0,55321.0,23737.0,149386.0,0.0,154285.0,27618.0,19391.0,4191.0,72335.0,28600.0,335.0,32.29,106127.0,28.0
2016-02-29,12714.0,502.0,0.0,32318.0,262754.0,3797.0,2535.0,291915.0,21281.0,56048.0,50596.0,25078.0,138912.0,0.0,143086.0,29821.0,17101.0,4800.0,62753.0,25633.0,268.0,30.6,98287.0,27.0
2016-03-31,12698.0,464.0,0.0,32318.0,282106.0,3767.0,2527.0,310038.0,21525.0,64712.0,57962.0,24494.0,141345.0,0.0,157839.0,29383.0,24972.0,4502.0,71930.0,24747.0,1148.0,38.1,108380.0,28.0
2016-04-30,12398.0,420.0,0.0,32318.0,266194.0,3429.0,2498.0,294659.0,21853.0,64922.0,46395.0,30529.0,130930.0,30.0,155856.0,27330.0,27849.0,3735.0,66090.0,27934.0,576.0,41.02,98939.0,25.0
2016-05-31,12106.0,404.0,0.0,32318.0,273850.0,2811.0,2496.0,315600.0,25219.0,75620.0,53515.0,29377.0,131869.0,0.0,177922.0,37566.0,30975.0,2893.0,74575.0,29575.0,615.0,46.9,107850.0,24.0
2016-06-30,11836.0,421.0,0.0,32318.0,260264.0,3112.0,2520.0,301625.0,20206.0,64141.0,55119.0,35659.0,125975.0,0.0,163109.0,22914.0,28406.0,4042.0,72414.0,30934.0,723.0,48.71,95158.0,21.0
2016-07-31,11572.0,463.0,0.0,32773.0,268502.0,3657.0,2496.0,326494.0,27445.0,71153.0,59877.0,36518.0,130609.0,656.0,162014.0,26071.0,22681.0,3492.0,74839.0,30729.0,900.0,45.07,101199.0,19.0
2016-08-31,11276.0,489.0,0.0,32773.0,269362.0,3855.0,2484.0,319990.0,20398.0,69334.0,59156.0,29876.0,140569.0,657.0,157992.0,19389.0,29327.0,2523.0,73714.0,29192.0,751.0,45.01,103424.0,17.0
2016-09-30,11032.0,522.0,0.0,32773.0,256292.0,3849.0,2435.0,305981.0,16641.0,70622.0,53725.0,31352.0,133228.0,160.0,163180.0,30888.0,29393.0,3255.0,70505.0,26252.0,170.0,44.99,95284.0,22.0
2016-10-31,10770.0,557.0,0.0,32773.0,272892.0,3893.0,2412.0,300671.0,22648.0,65072.0,49239.0,32662.0,130973.0,59.0,154521.0,29209.0,19076.0,3646.0,72950.0,26604.0,322.0,49.78,102131.0,22.0
2016-11-30,10594.0,593.0,0.0,32773.0,267074.0,,2389.0,308776.0,24957.0,61279.0,53205.0,26261.0,143016.0,58.0,162779.0,29081.0,17969.0,3789.0,73624.0,34689.0,344.0,45.9,99339.0,23.0
2016-12-31,10646.0,658.0,0.0,32773.0,273271.0,,2349.0,303563.0,19477.0,66063.0,50708.0,21875.0,145440.0,0.0,172787.0,34053.0,26060.0,4053.0,74586.0,30445.0,295.0,52.21,104539.0,23.0
2017-01-31,10954.0,712.0,0.0,32773.0,275098.0,,2337.0,333098.0,24110.0,73486.0,50514.0,28517.0,156177.0,0.0,174982.0,38117.0,22812.0,3065.0,77389.0,29937.0,376.0,52.77,102820.0,21.0
2017-02-28,10986.0,754.0,0.0,32773.0,254629.0,,2344.0,280931.0,16098.0,64964.0,45898.0,20982.0,132989.0,0.0,180895.0,52873.0,20887.0,6903.0,67652.0,27885.0,788.0,53.55,90122.0,17.0
2017-03-31,11202.0,824.0,0.0,32773.0,284082.0,,2339.0,315690.0,19626.0,70645.0,52204.0,23623.0,149177.0,0.0,187667.0,46801.0,28619.0,6509.0,72012.0,29086.0,259.0,49.67,103082.0,22.0
2017-04-30,11342.0,870.0,0.0,32773.0,273031.0,,2324.0,309670.0,20242.0,72566.0,51092.0,25672.0,139352.0,681.0,188325.0,47744.0,25372.0,6465.0,70928.0,34600.0,182.0,51.15,92264.0,17.0
2017-05-31,11578.0,908.0,0.0,32773.0,284746.0,,2330.0,332612.0,23829.0,73703.0,49957.0,28403.0,156596.0,0.0,193188.0,40019.0,28587.0,3395.0,77567.0,39662.0,1554.0,48.58,96552.0,23.0
2017-06-30,11522.0,940.0,0.0,32773.0,273298.0,,2318.0,309759.0,27180.0,64198.0,44753.0,32049.0,140384.0,648.0,187560.0,37485.0,26485.0,4124.0,83762.0,31594.0,456.0,45.23,88369.0,21.0
2017-07-31,11844.0,958.0,0.0,39160.0,286633.0,,2289.0,308583.0,24413.0,66159.0,51219.0,25198.0,140904.0,0.0,195036.0,38109.0,26525.0,4847.0,89908.0,31423.0,1512.0,46.62,95249.0,24.0
2017-08-31,12072.0,940.0,0.0,39160.0,286742.0,,2215.0,313485.0,33585.0,55072.0,48095.0,31566.0,144767.0,0.0,175630.0,40560.0,19782.0,2013.0,75398.0,31999.0,697.0,48.22,90215.0,17.0
2017-09-30,12206.0,940.0,0.0,39160.0,285479.0,,2012.0,292574.0,22414.0,55437.0,45615.0,35369.0,132822.0,0.0,188665.0,52810.0,24184.0,2667.0,74316.0,31912.0,179.0,49.57,85937.0,22.0
2017-10-31,12386.0,909.0,0.0,39160.0,299704.0,,2182.0,301969.0,31631.0,58714.0,39990.0,25252.0,145013.0,0.0,219679.0,66169.0,36417.0,4161.0,76919.0,31424.0,1851.0,51.57,78298.0,20.0
2017-11-30,12158.0,923.0,0.0,39160.0,302542.0,,2128.0,296286.0,26025.0,56770.0,42981.0,22003.0,148392.0,0.0,214320.0,52107.0,28468.0,2403.0,94210.0,33480.0,296.0,56.74,79292.0,22.0
2017-12-31,12336.0,929.0,0.0,39160.0,309464.0,,2130.0,307983.0,25569.0,55034.0,41564.0,23685.0,161098.0,0.0,221209.0,53260.0,34819.0,4219.0,89399.0,33785.0,929.0,58.1,76016.0,18.0
2018-01-31,12812.0,947.0,0.0,39160.0,310009.0,,2193.0,318682.0,25945.0,59205.0,48137.0,25316.0,159677.0,0.0,200291.0,49200.0,28467.0,5366.0,81131.0,31200.0,857.0,63.61,76246.0,17.0
2018-02-28,12924.0,978.0,0.0,39160.0,287337.0,,2154.0,268398.0,18262.0,50222.0,39071.0,20695.0,139513.0,0.0,193396.0,47148.0,29061.0,3148.0,82469.0,28424.0,156.0,62.25,72839.0,17.0
2018-03-31,12608.0,993.0,0.0,39160.0,324443.0,,2118.0,304489.0,17051.0,63547.0,39894.0,27305.0,156121.0,0.0,227445.0,61438.0,31751.0,5698.0,88333.0,34448.0,957.0,62.94,81870.0,12.0
2018-04-30,12620.0,1021.0,0.0,39160.0,314976.0,,2149.0,311249.0,26086.0,68616.0,41165.0,26913.0,148002.0,0.0,233910.0,56930.0,39232.0,6538.0,90786.0,35184.0,759.0,66.32,73817.0,18.0
2018-05-31,12610.0,1059.0,0.0,39160.0,323463.0,,2116.0,317026.0,15679.0,63153.0,42204.0,36450.0,158806.0,0.0,239226.0,61835.0,40241.0,3300.0,90666.0,37378.0,1237.0,69.89,76450.0,19.0
2018-06-30,12712.0,1047.0,0.0,39160.0,319195.0,,2097.0,321781.0,24929.0,58519.0,40363.0,32361.0,164595.0,0.0,234711.0,73974.0,37694.0,7229.0,78609.0,32802.0,1371.0,67.28,77240.0,19.0
2018-07-31,12946.0,1048.0,0.0,43824.0,337791.0,,2095.0,315987.0,21745.0,60962.0,44840.0,35017.0,151942.0,529.0,246838.0,73621.0,35007.0,4431.0,95125.0,33190.0,751.0,70.92,89808.0,16.0
2018-08-31,12890.0,1048.0,0.0,43824.0,353129.0,,2062.0,323450.0,18664.0,62790.0,42878.0,36050.0,160820.0,0.0,222082.0,61348.0,35938.0,5435.0,81958.0,33498.0,431.0,67.8,95580.0,18.0
2018-09-30,13126.0,1054.0,0.0,43824.0,343278.0,,2070.0,296667.0,15509.0,61644.0,38011.0,34409.0,146385.0,0.0,222447.0,61597.0,37628.0,4527.0,82942.0,30789.0,455.0,70.09,86441.0,20.0
2018-10-31,13598.0,1068.0,0.0,43824.0,356746.0,,1997.0,293506.0,17330.0,58906.0,38161.0,25783.0,152965.0,0.0,248346.0,64524.0,44275.0,3717.0,92122.0,41000.0,974.0,70.72,84347.0,19.0
2018-11-30,14072.0,1076.0,0.0,43824.0,356560.0,,1924.0,278169.0,12817.0,54872.0,35520.0,23863.0,150791.0,0.0,248427.0,67929.0,42682.0,5100.0,87913.0,41453.0,342.0,56.85,88120.0,23.0
2018-12-31,14734.0,1083.0,0.0,43824.0,370252.0,,1922.0,279638.0,17051.0,44527.0,39030.0,24260.0,154422.0,0.0,257331.0,77473.0,42346.0,4507.0,88374.0,41252.0,434.0,48.82,89946.0,24.0
2019-01-31,15408.0,1059.0,0.0,43824.0,368016.0,,1855.0,302810.0,14675.0,49590.0,47994.0,26777.0,163481.0,0.0,247450.0,60699.0,55142.0,3297.0,87224.0,37761.0,333.0,51.48,91606.0,20.0
2019-02-28,15844.0,1047.0,0.0,43824.0,326243.0,,1939.0,242799.0,6300.0,47370.0,28443.0,17771.0,142776.0,0.0,230138.0,68629.0,40889.0,4286.0,87028.0,25700.0,649.0,55.07,78046.0,19.0
2019-03-31,15992.0,1006.0,0.0,43824.0,369238.0,,1931.0,276051.0,13349.0,44610.0,25171.0,29054.0,162119.0,202.0,246312.0,77435.0,34328.0,4466.0,91040.0,35575.0,790.0,58.09,93532.0,23.0
2019-04-30,16220.0,991.0,0.0,43824.0,364337.0,,1912.0,285744.0,15036.0,45778.0,27964.0,42127.0,154016.0,0.0,251467.0,68641.0,41947.0,5552.0,98263.0,32225.0,1531.0,63.79,88575.0,21.0
2019-05-31,16342.0,984.0,0.0,43824.0,376745.0,,1896.0,306681.0,20609.0,42960.0,30870.0,52304.0,158951.0,196.0,255378.0,77112.0,46899.0,6755.0,86280.0,35290.0,1129.0,60.89,89453.0,23.0
2019-06-30,16426.0,967.0,0.0,43824.0,366482.0,,1903.0,278902.0,25226.0,41035.0,23564.0,37424.0,151359.0,0.0,257287.0,79285.0,49950.0,6312.0,79753.0,36878.0,2558.0,54.86,83554.0,26.0
2019-07-31,16530.0,946.0,0.0,44191.0,368787.0,,1902.0,297624.0,14740.0,42887.0,31085.0,38517.0,168553.0,0.0,250606.0,73368.0,42991.0,6361.0,86538.0,35929.0,3126.0,57.5,68554.0,25.0
2019-08-31,16426.0,904.0,0.0,44191.0,386854.0,,1928.0,290985.0,21629.0,38141.0,30467.0,38735.0,160708.0,0.0,261567.0,73439.0,51001.0,6566.0,87905.0,35824.0,2503.0,54.84,92674.0,28.0
2019-09-30,16630.0,860.0,0.0,44191.0,377521.0,,1956.0,261353.0,16781.0,42293.0,21034.0,32987.0,147641.0,0.0,260155.0,83715.0,45337.0,5310.0,83160.0,37081.0,3124.0,56.68,85622.0,24.0
2019-10-31,16704.0,830.0,0.0,44191.0,396941.0,,1903.0,266575.0,12128.0,33931.0,27905.0,35021.0,156958.0,0.0,280220.0,79086.0,54646.0,3936.0,100462.0,33117.0,7075.0,54.13,88263.0,21.0
2019-11-30,16764.0,802.0,0.0,44191.0,389989.0,,1941.0,243096.0,13458.0,30630.0,21897.0,35336.0,141536.0,0.0,262238.0,74521.0,49418.0,7072.0,96449.0,31885.0,124.0,57.08,85170.0,22.0
2019-12-31,17056.0,805.0,0.0,44191.0,402391.0,,1958.0,283943.0,10485.0,40879.0,23991.0,36922.0,171078.0,0.0,289253.0,79548.0,66584.0,6182.0,94766.0,35735.0,3368.0,59.84,88988.0,23.0
2020-01-31,17156.0,790.0,0.0,44191.0,398354.0,,2003.0,265968.0,8400.0,35751.0,22691.0,30296.0,167986.0,0.0,286075.0,87203.0,53385.0,5784.0,98001.0,37995.0,402.0,57.98,87776.0,21.0
2020-02-29,16990.0,790.0,0.0,44191.0,372490.0,,2005.0,245967.0,6936.0,30676.0,22136.0,26913.0,159306.0,0.0,278093.0,72414.0,66927.0,5049.0,89551.0,35795.0,5646.0,50.75,82510.0,22.0
2020-03-31,17000.0,728.0,0.0,44191.0,396652.0,,2021.0,259183.0,4798.0,35660.0,23651.0,31826.0,162905.0,0.0,295194.0,86216.0,65001.0,5695.0,94539.0,39955.0,2226.0,30.6,89255.0,18.0
2020-04-30,17302.0,465.0,0.0,44191.0,357317.0,,2004.0,217220.0,3759.0,27358.0,19471.0,23215.0,143164.0,0.0,250593.0,88620.0,44108.0,8275.0,79692.0,25532.0,954.0,18.2,81544.0,17.0
2020-05-31,17628.0,301.0,0.0,44191.0,301133.0,,1919.0,240624.0,7313.0,54712.0,15930.0,19730.0,142916.0,0.0,220463.0,104780.0,38209.0,3748.0,51969.0,16870.0,1485.0,28.68,65458.0,12.0
2020-06-30,17764.0,265.0,0.0,44191.0,313394.0,,1903.0,251029.0,6569.0,53433.0,20828.0,30999.0,138783.0,0.0,228241.0,89158.0,41036.0,4051.0,67489.0,20912.0,1531.0,38.37,63441.0,11.0
2020-07-31,17726.0,251.0,0.0,35835.0,341113.0,,1888.0,243215.0,2691.0,39314.0,21212.0,29659.0,150339.0,0.0,263026.0,84722.0,60714.0,6178.0,73694.0,30629.0,3140.0,40.76,69829.0,12.0
2020-08-31,17444.0,254.0,0.0,35835.0,327939.0,,1938.0,230940.0,7635.0,26353.0,21554.0,29431.0,145829.0,0.0,265055.0,83843.0,62169.0,4214.0,78431.0,31472.0,179.0,42.19,45498.0,13.0
2020-09-30,16964.0,261.0,0.0,35835.0,327785.0,,1939.0,226750.0,7550.0,23116.0,22536.0,30306.0,142242.0,0.0,249437.0,80736.0,52271.0,2720.0,81378.0,26865.0,3265.0,39.63,50353.0,14.0
2020-10-31,16396.0,296.0,0.0,35835.0,324127.0,,1904.0,228644.0,5919.0,26177.0,18420.0,34356.0,142223.0,0.0,260054.0,87923.0,48936.0,5443.0,76944.0,36214.0,1075.0,39.44,40228.0,13.0
2020-11-30,15936.0,320.0,0.0,35835.0,335884.0,,1903.0,228466.0,8085.0,25015.0,18573.0,28899.0,147197.0,0.0,237381.0,75390.0,44996.0,3935.0,82851.0,26018.0,1185.0,41.28,61826.0,12.0
2020-12-31,15538.0,351.0,0.0,35835.0,346317.0,,1929.0,239884.0,9659.0,19708.0,20872.0,26903.0,161943.0,0.0,276640.0,100001.0,49360.0,3497.0,87425.0,33787.0,545.0,47.23,68618.0,17.0
2021-01-31,14962.0,384.0,0.0,35835.0,345258.0,,1918.0,245473.0,10701.0,21673.0,17308.0,30120.0,163311.0,0.0,260993.0,103045.0,39293.0,5350.0,75710.0,30138.0,1875.0,51.81,72898.0,16.0
2021-02-28,14794.0,402.0,0.0,35835.0,277646.0,,1944.0,214149.0,11990.0,20505.0,17679.0,23270.0,139293.0,0.0,204161.0,65839.0,41492.0,4888.0,64023.0,24130.0,1816.0,59.13,65242.0,17.0
2021-03-31,14066.0,417.0,0.0,35835.0,351885.0,,1969.0,258128.0,9807.0,28346.0,13538.0,44370.0,159233.0,0.0,244763.0,89724.0,38560.0,6013.0,80062.0,26248.0,406.0,62.66,75181.0,12.0
2021-04-30,13478.0,440.0,0.0,35835.0,339540.0,,1965.0,248054.0,10940.0,30542.0,19873.0,39398.0,143704.0,0.0,261273.0,87652.0,51765.0,4835.0,80981.0,29575.0,989.0,61.64,70698.0,13.0
2021-05-31,12914.0,457.0,0.0,35835.0,353082.0,,1976.0,265307.0,12049.0,34232.0,20844.0,45559.0,149083.0,0.0,262264.0,85991.0,51227.0,5266.0,87243.0,27577.0,1866.0,65.06,73022.0,14.0
2021-06-30,12564.0,470.0,0.0,35835.0,340978.0,,1984.0,279246.0,13374.0,37122.0,17807.0,46422.0,162551.0,0.0,280936.0,107219.0,52756.0,5258.0,81617.0,31032.0,1067.0,71.41,68393.0,14.0
2021-07-31,12150.0,488.0,0.0,41151.0,353165.0,,1986.0,272845.0,12964.0,37252.0,19516.0,42656.0,157390.0,0.0,261443.0,84716.0,49795.0,5736.0,84208.0,34476.0,322.0,72.82,72847.0,14.0
2021-08-31,11822.0,508.0,0.0,41151.0,349566.0,,1928.0,270136.0,15198.0,36186.0,21184.0,40651.0,155578.0,0.0,274870.0,87005.0,53777.0,6083.0,82910.0,38704.0,1089.0,67.71,62280.0,15.0
2021-09-30,11486.0,521.0,0.0,41151.0,327643.0,,1968.0,268015.0,10688.0,38617.0,24470.0,36761.0,156079.0,0.0,233150.0,73035.0,47121.0,4667.0,71478.0,31471.0,1987.0,71.39,35341.0,10.0
2021-10-31,10894.0,544.0,0.0,41151.0,358477.0,,1980.0,252227.0,12417.0,34961.0,20832.0,34125.0,149783.0,0.0,255018.0,73494.0,57334.0,7412.0,80223.0,33188.0,1225.0,81.14,60776.0,13.0
2021-11-30,10666.0,569.0,0.0,41151.0,353458.0,,2003.0,254241.0,8973.0,33232.0,21166.0,32165.0,158506.0,0.0,275551.0,92442.0,56650.0,5874.0,81966.0,33464.0,611.0,79.12,66508.0,15.0
2021-12-31,10480.0,586.0,0.0,41151.0,362022.0,,2006.0,265157.0,10813.0,37200.0,19723.0,25398.0,170969.0,0.0,301140.0,98784.0,59837.0,5788.0,96113.0,35363.0,1692.0,71.49,68916.0,15.0
2022-01-31,10482.0,610.0,0.0,,355873.0,,2028.0,253480.0,9066.0,39079.0,18186.0,18954.0,168195.0,0.0,269384.0,90630.0,58101.0,6242.0,76520.0,32763.0,2671.0,82.68,65420.0,18.0
2022-02-28,10546.0,650.0,0.0,,315221.0,,,236782.0,10232.0,29475.0,18683.0,28541.0,148706.0,0.0,244573.0,86294.0,53106.0,6646.0,71055.0,23685.0,1104.0,91.73,57832.0,12.0
2022-03-31,10456.0,670.0,0.0,,365987.0,,,261906.0,8266.0,33689.0,21948.0,26654.0,170687.0,0.0,281165.0,88033.0,63214.0,5283.0,77005.0,43546.0,817.0,108.94,65440.0,14.0
2022-04-30,10494.0,698.0,0.0,,353095.0,,,247420.0,9564.0,40282.0,20176.0,22711.0,153339.0,0.0,289948.0,78699.0,75408.0,7518.0,85845.0,37106.0,446.0,101.92,66292.0,14.0
2022-05-31,10462.0,727.0,0.0,,363766.0,,,258792.0,12041.0,42313.0,23694.0,18436.0,161275.0,0.0,290742.0,88584.0,66144.0,7704.0,85796.0,38156.0,1860.0,110.04,62991.0,16.0
2022-06-30,10500.0,753.0,0.0,,354009.0,,,258753.0,12975.0,46041.0,25417.0,19050.0,154324.0,0.0,293946.0,81281.0,69790.0,6066.0,87224.0,41962.0,1643.0,114.14,65130.0,16.0
2022-07-31,10458.0,767.0,0.0,,366863.0,,,271063.0,11510.0,52471.0,26250.0,13786.0,165654.0,700.0,299929.0,86334.0,66013.0,8101.0,85244.0,46162.0,4413.0,100.14,67456.0,17.0
2022-08-31,10344.0,765.0,0.0,,371542.0,,,259389.0,12906.0,41403.0,25410.0,13781.0,165241.0,0.0,302170.0,97178.0,63334.0,6451.0,93203.0,36638.0,1463.0,91.42,69090.0,18.0
2022-09-30,10274.0,765.0,0.0,,369756.0,,,240874.0,9347.0,34852.0,24307.0,12640.0,159274.0,0.0,295628.0,90907.0,67899.0,7469.0,86579.0,35970.0,2614.0,84.06,66095.0,16.0
2022-10-31,10186.0,768.0,0.0,,383704.0,,,252502.0,12667.0,39803.0,25642.0,14012.0,159470.0,0.0,296824.0,107174.0,68801.0,5005.0,78671.0,32693.0,162.0,86.74,67409.0,14.0
2022-11-30,10382.0,784.0,0.0,,371281.0,,,250252.0,13658.0,40378.0,27115.0,15739.0,152194.0,0.0,299355.0,105188.0,64539.0,6367.0,84849.0,34456.0,491.0,84.2,65505.0,17.0
2022-12-31,10672.0,779.0,0.0,,376280.0,,,248807.0,10411.0,41051.0,24363.0,13487.0,158972.0,0.0,311074.0,96416.0,80920.0,5901.0,89277.0,32654.0,919.0,76.66,65907.0,15.0
2023-01-31,10680.0,771.0,0.0,,389622.0,,,260472.0,10724.0,39992.0,23356.0,15077.0,170993.0,0.0,290369.0,91580.0,72151.0,6993.0,86727.0,27523.0,1210.0,78.48,68910.0,13.0
2023-02-28,10942.0,753.0,0.0,,350907.0,,,248981.0,9134.0,44104.0,24199.0,12840.0,158398.0,0.0,272596.0,101991.0,59452.0,5845.0,74312.0,25838.0,1445.0,76.72,60583.0,17.0
2023-03-31,10764.0,755.0,0.0,,395874.0,,,255314.0,11700.0,41320.0,25308.0,9238.0,167240.0,0.0,349386.0,116446.0,89739.0,6854.0,95249.0,32836.0,2486.0,73.3,66064.0,18.0
2023-04-30,10550.0,755.0,0.0,,379500.0,,,254095.0,17441.0,42424.0,25529.0,17176.0,151172.0,0.0,293446.0,109595.0,70144.0,8371.0,74534.0,25655.0,767.0,79.24,59529.0,20.0
2023-05-31,10352.0,711.0,0.0,,393513.0,,,265123.0,15552.0,36067.0,28192.0,14442.0,170529.0,0.0,299222.0,94666.0,85075.0,8465.0,74926.0,30613.0,2314.0,71.6,57325.0,20.0
2023-06-30,10162.0,674.0,0.0,,386834.0,,,265090.0,13216.0,39240.0,27297.0,19416.0,164482.0,831.0,300836.0,97921.0,78058.0,8238.0,81971.0,28782.0,371.0,70.44,58126.0,19.0
2023-07-31,9844.0,664.0,0.0,,400688.0,,,256384.0,11130.0,40331.0,29808.0,15922.0,158471.0,0.0,310890.0,94936.0,90605.0,5875.0,83416.0,29352.0,1622.0,75.67,64202.0,19.0
2023-08-31,9660.0,632.0,0.0,,404274.0,,,278016.0,16749.0,37084.0,36005.0,15844.0,171062.0,0.0,309950.0,106879.0,74367.0,8458.0,84897.0,29289.0,1081.0,81.44,61088.0,16.0
2023-09-30,9350.0,623.0,0.0,,397397.0,,,257243.0,11988.0,38743.0,34113.0,14686.0,156448.0,0.0,301794.0,109809.0,69091.0,8638.0,79750.0,28616.0,1768.0,89.09,63956.0,20.0
2023-10-31,9108.0,625.0,0.0,,409944.0,,,244677.0,11089.0,32166.0,26280.0,13917.0,159921.0,633.0,311650.0,119118.0,76313.0,9448.0,81793.0,21502.0,273.0,85.83,62842.0,24.0
2023-11-30,8926.0,622.0,0.0,,399227.0,,,259972.0,11207.0,28404.0,34530.0,12170.0,173328.0,0.0,306664.0,110317.0,72615.0,7900.0,85374.0,24656.0,2987.0,77.34,59136.0,21.0
2023-12-31,8798.0,622.0,,,,,,,,,,,,,,,,,,,,72.26,,20.0
2024-01-31,8772.0,621.0,,,,,,,,,,,,,,,,,,,,73.91,,19.0
